groupMetadataID,event,time,position.alt_msl,position.latitude,position.longitude,type
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,turn signal good,1695227333000000000,228.7,39.35819083333333,-82.10080516666666,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,"turn signal good, see light coming down ramp but lose it at the bottom, manual takeover to go through green light",1695227389000000000,200,39.3622075,-82.10570766666666,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,stopping to drop max speed from 55mph to 45mph,1695227443000000000,197.5,39.3644665,-82.10306566666667,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,"riding on midline and then close to edgeline, nothing bad on dreamview",1695227725000000000,195.1,39.3698535,-82.095156,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,manual takeover heading off road over edgeline,1695227754000000000,195.8,39.37364633333333,-82.09329566666666,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,manual takeover getting too close to edgeline,1695227901000000000,201.7,39.390323,-82.07229583333333,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,riding edgeline,1695227934000000000,213.4,39.3934305,-82.06785416666666,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,"manual takeover riding edgeline close to gaurdrail, dreamview said we were in center of lane",1695227951000000000,219,39.394095166666666,-82.06451483333333,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,"manual takeover getting too close to edgeline, no problem in dreamview",1695228007000000000,252.3,39.397530833333334,-82.05610116666666,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,"manual takeover, close to midline while passing another car",1695228278000000000,194.7,39.392105666666666,-82.00906033333334,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,"manual takover, riding in middle of the road",1695228301000000000,198.5,39.3892975,-82.007067,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,"turn signal good, took turn without problem but took a long time",1695228416000000000,193.9,39.385195833333334,-81.989722,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,manual takeover to let car pass on two lane,1695228592000000000,197.2,39.367742666666665,-81.98067783333333,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,takeover,1695228743000000000,195.7,39.350862666666664,-81.97915216666667,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,takeover due to loss of accuracy,1695228761000000000,226,39.3490385,-81.98007583333333,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,manual takover riding edgeline,1695228975000000000,199.7,39.32790583333333,-81.99275583333333,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,getting on highway manually,1695229009000000000,187.3,39.324357666666664,-81.99519716666667,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,"manual takover, slowed down on highway as cars passed",1695229083000000000,189.9,39.331327333333334,-82.0045845,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,engaging and immediately disengaging on highway,1695229121000000000,191.9,39.3343385,-82.012486,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,allowed it to get onto highway successfully ,1695229475000000000,204.8,39.33403833333333,-82.08186133333334,
8fa6fe80-c869-11ee-a7fc-dd032dba19e8,takeover,1695229499000000000,207.9,39.338216333333335,-82.08134866666667,
